,Method,Subject,Accelorometer Axis,Average Degree,Network Diameter,Average Path Length,Activity,Body Part
861,HVG,7,y,3.958984375,24,9.524865591,Walking,head
862,NVG,7,z,9.94140625,8,4.040927801,Walking,head
863,HVG,7,z,3.966796875,21,8.64802511,Walking,head
864,NVG,7,x,7.685546875,10,5.157743005,Running,head
865,HVG,7,x,3.958984375,19,8.617489156,Running,head
866,NVG,7,y,9.658203125,9,4.57450895,Running,head
867,HVG,7,y,3.955078125,21,8.881668881,Running,head
868,NVG,7,z,10.50390625,8,4.627705355,Running,head
869,HVG,7,z,3.958984375,27,11.52156838,Running,head
870,NVG,7,x,10.31445313,12,5.057411947,Climbing Up,head
871,HVG,7,x,3.95703125,31,12.61495754,Climbing Up,head
872,NVG,7,y,15.39453125,8,4.239739889,Climbing Up,head
873,HVG,7,y,3.953125,32,14.15756545,Climbing Up,head
874,NVG,7,z,13.96875,10,4.485163505,Climbing Up,head
875,HVG,7,z,3.943359375,34,13.12681948,Climbing Up,head
876,NVG,7,x,7.9140625,13,5.188473699,Climbing Down,head
877,HVG,7,x,3.947265625,29,11.96318083,Climbing Down,head
878,NVG,7,y,13.578125,9,4.490721224,Climbing Down,head
879,HVG,7,y,3.955078125,39,16.64103166,Climbing Down,head
880,NVG,7,z,11.6484375,12,4.617269596,Climbing Down,head
881,HVG,7,z,3.9296875,39,13.71129643,Climbing Down,head
882,NVG,8,x,8.9765625,10,5.082168713,Walking,head
883,HVG,8,x,3.943359375,29,12.62561477,Walking,head
884,NVG,8,y,16.51171875,10,4.540897254,Walking,head
885,HVG,8,y,3.91796875,52,22.10679947,Walking,head
886,NVG,8,z,18.24804688,9,4.31179741,Walking,head
887,HVG,8,z,3.94921875,45,19.04646452,Walking,head
888,NVG,8,x,8.591796875,10,5.165536413,Running,head
889,HVG,8,x,3.95703125,27,10.589418,Running,head
890,NVG,8,y,11.83203125,9,4.645911611,Running,head
891,HVG,8,y,3.9609375,29,13.1955817,Running,head
892,NVG,8,z,11.65039063,14,4.842871762,Running,head
893,HVG,8,z,3.91796875,41,15.35582386,Running,head
894,NVG,8,x,8.791015625,10,4.675464321,Climbing Up,head
895,HVG,8,x,3.96875,29,10.17362957,Climbing Up,head
896,NVG,8,y,18.87109375,13,4.322328629,Climbing Up,head
897,HVG,8,y,3.9375,47,17.83656945,Climbing Up,head
898,NVG,8,z,18.63085937,12,5.044291835,Climbing Up,head
899,HVG,8,z,3.916015625,45,19.49461602,Climbing Up,head
900,NVG,8,x,8.40625,13,5.587984176,Climbing Down,head
901,HVG,8,x,3.9453125,31,12.31256682,Climbing Down,head
902,NVG,8,y,18.13085937,10,4.968551442,Climbing Down,head
903,HVG,8,y,3.951171875,48,19.58383355,Climbing Down,head
904,NVG,8,z,15.62890625,13,4.542208883,Climbing Down,head
905,HVG,8,z,3.90625,47,16.76724783,Climbing Down,head
906,NVG,9,x,7.37109375,10,4.888761608,Walking,head
907,HVG,9,x,3.96875,19,7.976795424,Walking,head
908,NVG,9,y,18.09765625,10,4.177224615,Walking,head
909,HVG,9,y,3.94921875,33,14.345201,Walking,head
910,NVG,9,z,16.11523438,11,4.770306391,Walking,head
911,HVG,9,z,3.935546875,38,16.60239683,Walking,head
912,NVG,9,x,8.083984375,10,5.424299701,Running,head
913,HVG,9,x,3.888671875,20,9.374725073,Running,head
914,NVG,9,y,12.46289062,11,5.211815738,Running,head
915,HVG,9,y,3.94921875,33,12.29681009,Running,head
916,NVG,9,z,10.04882813,10,4.839284351,Running,head
917,HVG,9,z,3.955078125,34,13.63926373,Running,head
918,NVG,9,x,9.9296875,11,5.004647025,Climbing Up,head
919,HVG,9,x,3.94140625,33,14.27678435,Climbing Up,head
920,NVG,9,y,20.33398437,8,4.421750901,Climbing Up,head
921,HVG,9,y,3.927734375,46,20.25048303,Climbing Up,head
922,NVG,9,z,15.55078125,11,4.746897529,Climbing Up,head
923,HVG,9,z,3.900390625,49,18.83330851,Climbing Up,head
924,NVG,9,x,9.375,9,4.498020146,Climbing Down,head
925,HVG,9,x,3.951171875,38,16.37524056,Climbing Down,head
926,NVG,9,y,16.81640625,11,4.452011929,Climbing Down,head
927,HVG,9,y,3.935546875,37,16.58632125,Climbing Down,head
928,NVG,9,z,17.60351563,8,4.292756827,Climbing Down,head
929,HVG,9,z,3.884765625,71,29.46951178,Climbing Down,head
930,NVG,10,x,8.75390625,12,5.114331317,Walking,head
931,HVG,10,x,3.9453125,29,12.84281639,Walking,head
932,NVG,10,y,15.29101563,8,4.364947993,Walking,head
933,HVG,10,y,3.9765625,34,13.7980969,Walking,head
934,NVG,10,z,13.4921875,12,4.62582478,Walking,head
935,HVG,10,z,3.931640625,39,15.61832348,Walking,head
936,NVG,10,x,7.9140625,10,5.157813646,Running,head
937,HVG,10,x,3.9296875,22,9.171493157,Running,head
938,NVG,10,y,11.33007813,9,4.509857267,Running,head
939,HVG,10,y,3.94921875,32,11.48368577,Running,head
940,NVG,10,z,12.35742187,10,4.476020283,Running,head
941,HVG,10,z,3.951171875,28,12.07034114,Running,head
942,NVG,10,x,9.73828125,11,5.110123412,Climbing Up,head
943,HVG,10,x,3.94140625,40,15.17431307,Climbing Up,head
944,NVG,10,y,15.89257813,10,4.801336831,Climbing Up,head
945,HVG,10,y,3.921875,42,18.34135203,Climbing Up,head
946,NVG,10,z,17.23046875,9,4.445629429,Climbing Up,head
947,HVG,10,z,3.888671875,63,23.83019459,Climbing Up,head
948,NVG,10,x,8.259765625,10,4.876074887,Climbing Down,head
949,HVG,10,x,3.974609375,22,9.82040987,Climbing Down,head
950,NVG,10,y,14.44726563,8,4.351507133,Climbing Down,head
951,HVG,10,y,3.9453125,30,13.15421096,Climbing Down,head
952,NVG,10,z,13.87695313,8,3.937929573,Climbing Down,head
953,HVG,10,z,3.9296875,44,19.28600967,Climbing Down,head
954,NVG,11,x,10.22460938,14,5.659942418,Walking,head
955,HVG,11,x,3.9453125,37,14.66827804,Walking,head
956,NVG,11,y,14.31640625,11,4.493281479,Walking,head
957,HVG,11,y,3.953125,46,18.59665009,Walking,head
958,NVG,11,z,14.07421875,14,4.680055978,Walking,head
959,HVG,11,z,3.896484375,51,17.78180367,Walking,head
960,NVG,11,x,9.248046875,11,5.20542942,Running,head
961,HVG,11,x,3.955078125,26,10.68649575,Running,head
962,NVG,11,y,9.46484375,12,5.299408526,Running,head
963,HVG,11,y,3.958984375,22,10.54859329,Running,head
964,NVG,11,z,7.873046875,10,4.419102823,Running,head
965,HVG,11,z,3.9765625,18,7.688607344,Running,head
966,NVG,11,x,9.09765625,9,4.693968414,Climbing Up,head
967,HVG,11,x,3.96875,24,10.27573619,Climbing Up,head
968,NVG,11,y,17.10351563,10,4.138765426,Climbing Up,head
969,HVG,11,y,3.939453125,43,18.18148407,Climbing Up,head
970,NVG,11,z,12.62109375,10,4.244577835,Climbing Up,head
971,HVG,11,z,3.951171875,32,13.70535496,Climbing Up,head
972,NVG,11,x,8.720703125,10,4.562167797,Climbing Down,head
973,HVG,11,x,3.955078125,31,12.714481,Climbing Down,head
974,NVG,11,y,14.16601563,13,4.834035924,Climbing Down,head
975,HVG,11,y,3.92578125,37,15.25049067,Climbing Down,head
976,NVG,11,z,12.78320312,9,3.965859451,Climbing Down,head
977,HVG,11,z,3.865234375,77,27.42437989,Climbing Down,head
978,NVG,12,x,9.06640625,13,6.085357099,Walking,head
979,HVG,12,x,3.951171875,32,13.59753597,Walking,head
980,NVG,12,y,10.15234375,10,4.598880056,Walking,head
981,HVG,12,y,3.9375,37,14.77595957,Walking,head
982,NVG,12,z,14.125,10,4.29847683,Walking,head
983,HVG,12,z,3.9375,33,13.44234749,Walking,head
984,NVG,12,x,9.953125,9,5.120060866,Running,head
985,HVG,12,x,3.81640625,21,9.876109253,Running,head
986,NVG,12,y,8.404296875,11,5.042670913,Running,head
987,HVG,12,y,3.9453125,31,13.25773613,Running,head
988,NVG,12,z,9.146484375,11,4.820301045,Running,head
989,HVG,12,z,3.966796875,23,9.569762647,Running,head
990,NVG,12,x,9.822265625,11,5.356033877,Climbing Up,head
991,HVG,12,x,3.96484375,27,12.85035588,Climbing Up,head
992,NVG,12,y,12.4609375,12,4.56727876,Climbing Up,head
993,HVG,12,y,3.9453125,38,15.30393145,Climbing Up,head
994,NVG,12,z,15.41992188,11,4.357901087,Climbing Up,head
995,HVG,12,z,3.908203125,46,17.63264258,Climbing Up,head
996,NVG,12,x,9.3515625,12,5.451530807,Climbing Down,head
997,HVG,12,x,3.923828125,44,16.80990729,Climbing Down,head
998,NVG,12,y,15.91210938,11,4.779083043,Climbing Down,head
999,HVG,12,y,3.890625,57,18.70169882,Climbing Down,head
1000,NVG,12,z,15.3125,12,4.408405502,Climbing Down,head
1001,HVG,12,z,3.912109375,50,17.24923441,Climbing Down,head
1002,NVG,13,x,11.02148437,11,5.034174914,Walking,head
1003,HVG,13,x,3.9453125,34,16.06833456,Walking,head
1004,NVG,13,y,13.78125,10,4.49441937,Walking,head
1005,HVG,13,y,3.94921875,37,13.48150545,Walking,head
1006,NVG,13,z,15.36914063,10,4.38130804,Walking,head
1007,HVG,13,z,3.90625,52,21.63574887,Walking,head
1008,NVG,13,x,8.80859375,10,5.387986467,Running,head
1009,HVG,13,x,3.79296875,22,9.86000695,Running,head
1010,NVG,13,y,10.703125,14,5.284741951,Running,head
1011,HVG,13,y,3.947265625,26,10.90558941,Running,head
1012,NVG,13,z,12.54101563,11,4.694082967,Running,head
1013,HVG,13,z,3.939453125,32,14.08107283,Running,head
1014,NVG,13,x,11.640625,10,4.580068579,Climbing Up,head
1015,HVG,13,x,3.92578125,39,17.42750336,Climbing Up,head
1016,NVG,13,y,15.7265625,9,4.60267748,Climbing Up,head
1017,HVG,13,y,3.947265625,46,18.6291869,Climbing Up,head
1018,NVG,13,z,17.71289062,9,4.47554298,Climbing Up,head
1019,HVG,13,z,3.916015625,52,21.92111513,Climbing Up,head
1020,NVG,13,x,9.103515625,9,4.624333685,Climbing Down,head
1021,HVG,13,x,3.955078125,32,10.57049197,Climbing Down,head
1022,NVG,13,y,14.03710937,8,4.421993371,Climbing Down,head
1023,HVG,13,y,3.951171875,36,13.5300472,Climbing Down,head
1024,NVG,13,z,13.22265625,10,4.271463374,Climbing Down,head
1025,HVG,13,z,3.95703125,28,12.88878452,Climbing Down,head
1026,NVG,14,x,9.81640625,10,5.287645864,Walking,head
1027,HVG,14,x,3.953125,28,13.66792866,Walking,head
1028,NVG,14,y,13.93945312,9,4.471335075,Walking,head
1029,HVG,14,y,3.953125,31,13.22239278,Walking,head
1030,NVG,14,z,12.58007813,10,4.622227823,Walking,head
1031,HVG,14,z,3.958984375,32,13.25734856,Walking,head
1032,NVG,14,x,9.12109375,12,5.605944144,Running,head
1033,HVG,14,x,3.90625,26,10.35369891,Running,head
1034,NVG,14,y,12.359375,40,14.6447279,Running,head
1035,HVG,14,y,3.908203125,48,19.50379552,Running,head
1036,NVG,14,z,8.810546875,10,4.532838465,Running,head
1037,HVG,14,z,3.962890625,23,9.937786382,Running,head
1038,NVG,14,x,10.61523438,10,4.84554466,Climbing Up,head
1039,HVG,14,x,3.95703125,30,12.4221022,Climbing Up,head
1040,NVG,14,y,14.73046875,12,4.826937469,Climbing Up,head
1041,HVG,14,y,3.939453125,37,14.93471637,Climbing Up,head
1042,NVG,14,z,16.17382813,13,5.384101219,Climbing Up,head
1043,HVG,14,z,3.91796875,44,17.85232046,Climbing Up,head
1044,NVG,14,x,7.375,14,5.221264434,Climbing Down,head
1045,HVG,14,x,3.94921875,26,10.20358512,Climbing Down,head
1046,NVG,14,y,11.72070312,9,4.723687225,Climbing Down,head
1047,HVG,14,y,3.953125,30,12.59196298,Climbing Down,head
1048,NVG,14,z,8.763671875,9,4.745595445,Climbing Down,head
1049,HVG,14,z,3.94921875,31,9.770970797,Climbing Down,head
1050,NVG,15,x,7.361328125,10,5.091075192,Walking,head
1051,HVG,15,x,3.962890625,24,9.54243417,Walking,head
1052,NVG,15,y,14.16601563,10,4.316618173,Walking,head
1053,HVG,15,y,3.927734375,36,16.12429359,Walking,head
1054,NVG,15,z,13.35351562,9,4.674660542,Walking,head
1055,HVG,15,z,3.927734375,46,19.57530318,Walking,head
1056,NVG,15,x,6.46484375,9,4.907563539,Running,head
1057,HVG,15,x,3.96484375,18,7.633704103,Running,head
1058,NVG,15,y,8.330078125,11,5.192731244,Running,head
1059,HVG,15,y,3.953125,22,8.268400996,Running,head
1060,NVG,15,z,8.447265625,11,4.786347599,Running,head
1061,HVG,15,z,3.96484375,21,10.14814348,Running,head
1062,NVG,15,x,9.16796875,12,5.033865622,Climbing Up,head
1063,HVG,15,x,3.951171875,33,13.55177977,Climbing Up,head
1064,NVG,15,y,18.81640625,9,4.386371273,Climbing Up,head
1065,HVG,15,y,3.921875,48,21.28900904,Climbing Up,head
1066,NVG,15,z,12.65429687,9,4.60163505,Climbing Up,head
1067,HVG,15,z,3.921875,39,16.45562798,Climbing Up,head
1068,NVG,15,x,8.044921875,10,5.092976769,Climbing Down,head
1069,HVG,15,x,3.953125,28,12.06988102,Climbing Down,head
1070,NVG,15,y,14.203125,11,4.38802847,Climbing Down,head
1071,HVG,15,y,3.939453125,34,14.3289536,Climbing Down,head
1072,NVG,15,z,11.10742187,10,4.887432796,Climbing Down,head
1073,HVG,15,z,3.939453125,39,16.95748946,Climbing Down,head
1074,NVG,1,x,8.564453125,9,4.637425159,Walking,shin
1075,HVG,1,x,3.96875,21,9.186112002,Walking,shin
1076,NVG,1,y,10.21484375,25,10.6716879,Walking,shin
1077,HVG,1,y,3.935546875,35,14.37012769,Walking,shin
1078,NVG,1,z,9.23046875,10,4.907105327,Walking,shin
1079,HVG,1,z,3.97265625,21,9.40918637,Walking,shin
1080,NVG,1,x,6.685546875,11,5.109363545,Running,shin
1081,HVG,1,x,3.962890625,17,8.209610597,Running,shin
1082,NVG,1,y,8.330078125,58,21.57927626,Running,shin
1083,HVG,1,y,3.88671875,65,23.95302572,Running,shin
1084,NVG,1,z,9.158203125,10,4.863489354,Running,shin
1085,HVG,1,z,3.96484375,22,9.206025095,Running,shin
1086,NVG,1,x,8.400390625,10,4.779046768,Climbing Up,shin
1087,HVG,1,x,3.966796875,21,8.596936477,Climbing Up,shin
1088,NVG,1,y,10.89453125,27,10.94368776,Climbing Up,shin
1089,HVG,1,y,3.91796875,47,14.4855358,Climbing Up,shin
1090,NVG,1,z,10.37109375,11,4.291181727,Climbing Up,shin
1091,HVG,1,z,3.966796875,24,10.02080279,Climbing Up,shin
1092,NVG,1,x,8.51171875,9,4.463159824,Climbing Down,shin
1093,HVG,1,x,3.962890625,21,8.872025446,Climbing Down,shin
1094,NVG,1,y,10.26757813,25,9.798761303,Climbing Down,shin
1095,HVG,1,y,3.94140625,36,14.00709655,Climbing Down,shin
1096,NVG,1,z,9.490234375,9,4.445955905,Climbing Down,shin
1097,HVG,1,z,3.97265625,24,10.12743997,Climbing Down,shin
1098,NVG,2,x,8.982421875,18,6.995240332,Walking,shin
1099,HVG,2,x,3.955078125,26,11.15579179,Walking,shin
1100,NVG,2,y,9.912109375,52,18.590953,Walking,shin
1101,HVG,2,y,3.892578125,61,22.68643466,Walking,shin
1102,NVG,2,z,8.10546875,9,4.436392656,Walking,shin
1103,HVG,2,z,3.96484375,21,8.949636868,Walking,shin
1104,NVG,2,x,8.27734375,59,21.73597492,Running,shin
1105,HVG,2,x,3.880859375,67,25.35504681,Running,shin
1106,NVG,2,y,6.798828125,130,45.6780093,Running,shin
1107,HVG,2,y,3.744140625,133,47.35070335,Running,shin
1108,NVG,2,z,8.46484375,10,4.512070045,Running,shin
1109,HVG,2,z,3.96875,19,8.579157884,Running,shin
1110,NVG,2,x,10.69921875,28,10.18336083,Climbing Up,shin
1111,HVG,2,x,3.9296875,39,13.89183926,Climbing Up,shin
1112,NVG,2,y,11.0390625,33,12.21705271,Climbing Up,shin
1113,HVG,2,y,3.921875,45,16.08710976,Climbing Up,shin
1114,NVG,2,z,8.998046875,10,4.224771658,Climbing Up,shin
1115,HVG,2,z,3.955078125,22,8.65173662,Climbing Up,shin
1116,NVG,2,x,7.697265625,14,6.212835258,Climbing Down,shin
1117,HVG,2,x,3.970703125,21,9.642751863,Climbing Down,shin
1118,NVG,2,y,8.41796875,34,11.82874359,Climbing Down,shin
1119,HVG,2,y,3.91796875,46,15.24324711,Climbing Down,shin
1120,NVG,2,z,7.748046875,8,4.304767687,Climbing Down,shin
1121,HVG,2,z,3.96484375,18,7.826933651,Climbing Down,shin
1122,NVG,3,x,10.34375,17,6.90105694,Walking,shin
1123,HVG,3,x,3.953125,28,12.26742921,Walking,shin
1124,NVG,3,y,11.47265625,61,21.83749733,Walking,shin
1125,HVG,3,y,3.861328125,72,26.07958555,Walking,shin
1126,NVG,3,z,9.443359375,9,4.052461358,Walking,shin
1127,HVG,3,z,3.962890625,19,9.251519734,Walking,shin
1128,NVG,3,x,7.216796875,102,35.51074887,Running,shin
1129,HVG,3,x,3.767578125,117,38.3283522,Running,shin
1130,NVG,3,y,6.294921875,181,62.04060514,Running,shin
1131,HVG,3,y,3.64453125,184,63.41525576,Running,shin
1132,NVG,3,z,9.67578125,16,7.52722347,Running,shin
1133,HVG,3,z,3.943359375,28,11.98484276,Running,shin
1134,NVG,3,x,12.33789063,22,8.140201155,Climbing Up,shin
1135,HVG,3,x,3.92578125,35,14.25714809,Climbing Up,shin
1136,NVG,3,y,11.92578125,23,8.083921371,Climbing Up,shin
1137,HVG,3,y,3.9453125,35,12.19380804,Climbing Up,shin
1138,NVG,3,z,11.77148437,9,4.061058544,Climbing Up,shin
1139,HVG,3,z,3.9609375,23,10.73292973,Climbing Up,shin
1140,NVG,3,x,8.150390625,10,4.945784076,Climbing Down,shin
1141,HVG,3,x,3.974609375,20,9.323246961,Climbing Down,shin
1142,NVG,3,y,9.703125,19,7.550895803,Climbing Down,shin
1143,HVG,3,y,3.947265625,29,11.21026737,Climbing Down,shin
1144,NVG,3,z,7.80859375,10,4.474729655,Climbing Down,shin
1145,HVG,3,z,3.96484375,23,8.395869608,Climbing Down,shin
1146,NVG,4,x,9.6796875,28,9.977396826,Walking,shin
1147,HVG,4,x,3.923828125,38,14.27811125,Walking,shin
1148,NVG,4,y,12.5078125,68,23.77352151,Walking,shin
1149,HVG,4,y,3.84765625,80,27.9256457,Walking,shin
1150,NVG,4,z,8.27734375,9,4.437698558,Walking,shin
1151,HVG,4,z,3.96484375,20,7.707787298,Walking,shin
1152,NVG,4,x,6.763671875,155,51.61885997,Running,shin
1153,HVG,4,x,3.689453125,157,53.76009783,Running,shin
1154,NVG,4,y,5.0859375,314,104.9110288,Running,shin
1155,HVG,4,y,3.384765625,316,105.8320064,Running,shin
1156,NVG,4,z,6.94921875,15,6.500336022,Running,shin
1157,HVG,4,z,3.9453125,26,9.527977609,Running,shin
1158,NVG,4,x,10.72265625,15,6.043743891,Climbing Up,shin
1159,HVG,4,x,3.947265625,28,10.99124053,Climbing Up,shin
1160,NVG,4,y,12.24023437,19,6.852028348,Climbing Up,shin
1161,HVG,4,y,3.927734375,34,11.47865309,Climbing Up,shin
1162,NVG,4,z,8.39453125,11,4.360438432,Climbing Up,shin
1163,HVG,4,z,3.953125,21,8.030411855,Climbing Up,shin
1164,NVG,4,x,8.400390625,13,5.442080202,Climbing Down,shin
1165,HVG,4,x,3.951171875,27,10.5062164,Climbing Down,shin
1166,NVG,4,y,10.328125,24,8.889515747,Climbing Down,shin
1167,HVG,4,y,3.93359375,35,13.42425388,Climbing Down,shin
1168,NVG,4,z,8.27734375,8,4.05590176,Climbing Down,shin
1169,HVG,4,z,3.96484375,17,8.233116829,Climbing Down,shin
1170,NVG,5,x,9.25,26,9.623274071,Walking,shin
1171,HVG,5,x,3.939453125,33,13.56120364,Walking,shin
1172,NVG,5,y,9.896484375,140,47.18764892,Walking,shin
1173,HVG,5,y,3.705078125,149,50.58154822,Walking,shin
1174,NVG,5,z,9.65234375,9,4.311333471,Walking,shin
1175,HVG,5,z,3.958984375,22,9.258289803,Walking,shin
1176,NVG,5,x,7.94921875,97,33.67642084,Running,shin
1177,HVG,5,x,3.79296875,104,37.21135944,Running,shin
1178,NVG,5,y,6.26171875,185,62.51287001,Running,shin
1179,HVG,5,y,3.6328125,188,63.80572802,Running,shin
1180,NVG,5,z,10.05859375,14,5.911061217,Running,shin
1181,HVG,5,z,3.953125,27,10.74764594,Running,shin
1182,NVG,5,x,11.53710938,25,9.538823848,Climbing Up,shin
1183,HVG,5,x,3.94140625,33,14.01502742,Climbing Up,shin
1184,NVG,5,y,12.0234375,47,17.60297723,Climbing Up,shin
1185,HVG,5,y,3.88671875,60,21.50520833,Climbing Up,shin
1186,NVG,5,z,11.94140625,9,3.80548937,Climbing Up,shin
1187,HVG,5,z,3.962890625,23,10.11431795,Climbing Up,shin
1188,NVG,5,x,8.548828125,14,5.171046402,Climbing Down,shin
1189,HVG,5,x,3.955078125,24,9.711403348,Climbing Down,shin
1190,NVG,5,y,9.8984375,29,10.54581157,Climbing Down,shin
1191,HVG,5,y,3.93359375,39,14.18653776,Climbing Down,shin
1192,NVG,5,z,8.1953125,10,4.368235658,Climbing Down,shin
1193,HVG,5,z,3.95703125,27,9.34556948,Climbing Down,shin
1194,NVG,6,x,10.6171875,18,7.283764434,Walking,shin
1195,HVG,6,x,3.958984375,25,12.06945526,Walking,shin
1196,NVG,6,y,12.03710937,72,24.62928618,Walking,shin
1197,HVG,6,y,3.849609375,80,28.58422685,Walking,shin
1198,NVG,6,z,8.845703125,9,4.40799693,Walking,shin
1199,HVG,6,z,3.97265625,18,8.560441868,Walking,shin
1200,NVG,6,x,8.50390625,106,36.27545936,Running,shin
1201,HVG,6,x,3.787109375,111,40.28146574,Running,shin
1202,NVG,6,y,6.17578125,206,68.80658335,Running,shin
1203,HVG,6,y,3.58984375,208,69.98776194,Running,shin
1204,NVG,6,z,10.578125,12,5.156418011,Running,shin
1205,HVG,6,z,3.96875,22,10.59570885,Running,shin
1206,NVG,6,x,13.56640625,11,4.864002933,Climbing Up,shin
1207,HVG,6,x,3.962890625,27,11.67210983,Climbing Up,shin
1208,NVG,6,y,13.87890625,25,9.470869227,Climbing Up,shin
1209,HVG,6,y,3.923828125,44,13.71459937,Climbing Up,shin
1210,NVG,6,z,9.99609375,10,4.482137402,Climbing Up,shin
1211,HVG,6,z,3.953125,31,11.00024247,Climbing Up,shin
1212,NVG,6,x,9.224609375,12,4.689418759,Climbing Down,shin
1213,HVG,6,x,3.95703125,23,9.76584456,Climbing Down,shin
1214,NVG,6,y,10.81640625,43,15.80467414,Climbing Down,shin
1215,HVG,6,y,3.89453125,50,19.76393153,Climbing Down,shin
1216,NVG,6,z,8.48828125,9,4.203480114,Climbing Down,shin
1217,HVG,6,z,3.96484375,23,9.356578003,Climbing Down,shin
1218,NVG,7,x,8.88671875,30,10.87869051,Walking,shin
1219,HVG,7,x,3.9296875,36,14.77061568,Walking,shin
1220,NVG,7,y,9.96484375,68,23.48957761,Walking,shin
1221,HVG,7,y,3.861328125,72,26.98507377,Walking,shin
1222,NVG,7,z,8.61328125,9,4.215326781,Walking,shin
1223,HVG,7,z,3.974609375,16,8.176331103,Walking,shin
1224,NVG,7,x,8.28125,101,34.58827247,Running,shin
1225,HVG,7,x,3.802734375,109,38.01719437,Running,shin
1226,NVG,7,y,6.82421875,98,34.00730465,Running,shin
1227,HVG,7,y,3.80078125,102,35.65803893,Running,shin
1228,NVG,7,z,7.75,10,4.666794584,Running,shin
1229,HVG,7,z,3.974609375,16,7.713623763,Running,shin
1230,NVG,7,x,10.51953125,34,11.7425407,Climbing Up,shin
1231,HVG,7,x,3.923828125,43,16.10489217,Climbing Up,shin
1232,NVG,7,y,12.984375,20,7.233771689,Climbing Up,shin
1233,HVG,7,y,3.927734375,37,11.41335227,Climbing Up,shin
1234,NVG,7,z,9.185546875,8,3.880548173,Climbing Up,shin
1235,HVG,7,z,3.9765625,18,8.067131751,Climbing Up,shin
1236,NVG,7,x,8.150390625,13,5.662155196,Climbing Down,shin
1237,HVG,7,x,3.962890625,23,10.57359635,Climbing Down,shin
1238,NVG,7,y,9.173828125,46,14.90951475,Climbing Down,shin
1239,HVG,7,y,3.896484375,57,18.61756934,Climbing Down,shin
1240,NVG,7,z,7.642578125,8,4.042485719,Climbing Down,shin
1241,HVG,7,z,3.970703125,20,8.4832352,Climbing Down,shin
1242,NVG,8,x,10.40820312,26,9.274716673,Walking,shin
1243,HVG,8,x,3.94140625,32,13.89621709,Walking,shin
1244,NVG,8,y,12.01171875,64,22.01717719,Walking,shin
1245,HVG,8,y,3.85546875,72,26.1560629,Walking,shin
1246,NVG,8,z,8.818359375,9,4.216731962,Walking,shin
1247,HVG,8,z,3.95703125,19,9.176984054,Walking,shin
1248,NVG,8,x,9.5859375,56,20.05260455,Running,shin
1249,HVG,8,x,3.880859375,62,24.75696672,Running,shin
1250,NVG,8,y,7.16796875,72,25.03039658,Running,shin
1251,HVG,8,y,3.845703125,78,26.96415261,Running,shin
1252,NVG,8,z,11.58007812,9,4.577378498,Running,shin
1253,HVG,8,z,3.966796875,24,11.85607015,Running,shin
1254,NVG,8,x,11.703125,27,10.23597683,Climbing Up,shin
1255,HVG,8,x,3.94140625,40,15.2523006,Climbing Up,shin
1256,NVG,8,y,12.05078125,64,22.00275881,Climbing Up,shin
1257,HVG,8,y,3.859375,75,25.70162436,Climbing Up,shin
1258,NVG,8,z,12.51171875,9,4.044360566,Climbing Up,shin
1259,HVG,8,z,3.970703125,24,10.5193957,Climbing Up,shin
1260,NVG,8,x,9.07421875,16,6.798360368,Climbing Down,shin
1261,HVG,8,x,3.951171875,27,11.53509897,Climbing Down,shin
1262,NVG,8,y,10.76367187,73,24.15580515,Climbing Down,shin
1263,HVG,8,y,3.84375,85,28.04189195,Climbing Down,shin
1264,NVG,8,z,8.357421875,10,4.30260073,Climbing Down,shin
1265,HVG,8,z,3.970703125,19,8.013372129,Climbing Down,shin
1266,NVG,9,x,8.341796875,29,11.1554214,Walking,shin
1267,HVG,9,x,3.935546875,37,15.55507125,Walking,shin
1268,NVG,9,y,11.6328125,88,31.68701506,Walking,shin
1269,HVG,9,y,3.81640625,98,36.80507125,Walking,shin
1270,NVG,9,z,9.724609375,11,4.713190371,Walking,shin
1271,HVG,9,z,3.9609375,23,9.669135279,Walking,shin
1272,NVG,9,x,6.537109375,125,42.10797937,Running,shin
1273,HVG,9,x,3.75,129,43.91183063,Running,shin
1274,NVG,9,y,5.30078125,278,93.39903127,Running,shin
1275,HVG,9,y,3.451171875,281,94.51733565,Running,shin
1276,NVG,9,z,10.01757812,12,5.225647987,Running,shin
1277,HVG,9,z,3.95703125,23,11.09756461,Running,shin
1278,NVG,9,x,12.19140625,20,8.174708272,Climbing Up,shin
1279,HVG,9,x,3.951171875,31,13.38487827,Climbing Up,shin
1280,NVG,9,y,12.63476562,70,24.87166842,Climbing Up,shin
1281,HVG,9,y,3.857421875,81,28.81380208,Climbing Up,shin
1282,NVG,9,z,13.1953125,11,4.368418942,Climbing Up,shin
1283,HVG,9,z,3.96875,27,11.3000653,Climbing Up,shin
1284,NVG,9,x,8.728515625,16,5.937752016,Climbing Down,shin
1285,HVG,9,x,3.94140625,28,10.50888166,Climbing Down,shin
1286,NVG,9,y,8.916015625,74,24.43905792,Climbing Down,shin
1287,HVG,9,y,3.84375,80,27.48045539,Climbing Down,shin
1288,NVG,9,z,7.6796875,10,4.82349134,Climbing Down,shin
1289,HVG,9,z,3.962890625,19,8.562501909,Climbing Down,shin
1290,NVG,10,x,8.416015625,58,21.08631361,Walking,shin
1291,HVG,10,x,3.875,64,23.65306925,Walking,shin
1292,NVG,10,y,10.01171875,96,32.47833998,Walking,shin
